track_name,track_artist,track_album_name,track_popularity,energy,valence,danceability,acousticness,instrumentalness,tempo,track_href,uri,cluster_label
jar of hearts,Christina Perri,lovestrong.,69,0.348,0.0886,0.349,0.726,0.0,74.541,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,spotify:track:0HZhYMZOcUzZKSFwPOti6m,Chill & Acoustic
Chandelier,Sia,1000 Forms Of Fear (Deluxe Version),69,0.787,0.572,0.399,0.0197,6.07e-05,117.089,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,Intense Hits
Control,Zoe Wees,Control,69,0.465,0.0682,0.6,0.643,1.48e-06,113.81,https://api.spotify.com/v1/tracks/50Td3qilgs8BLtv8mHyT1t,spotify:track:50Td3qilgs8BLtv8mHyT1t,Chill & Acoustic
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,89,0.698,0.867,0.726,0.049,0.0,143.994,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,Feel-Good Hits
Starboy,"The Weeknd, Daft Punk",Starboy,87,0.587,0.486,0.679,0.141,6.35e-06,186.003,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,Intense Hits
Without Me,Eminem,The Eminem Show,86,0.669,0.662,0.908,0.00286,0.0,112.238,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Feel-Good Hits
Shape of You,Ed Sheeran,÷ (Deluxe),86,0.652,0.931,0.825,0.581,0.0,95.977,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Balanced / Versatile Mix
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),84,0.939,0.53,0.671,0.191,0.0,129.024,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,Feel-Good Hits
Take on Me,a-ha,Hunting High and Low,84,0.902,0.876,0.573,0.018,0.00125,84.412,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,Feel-Good Hits
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",84,0.824,0.758,0.778,0.284,0.0,100.024,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Feel-Good Hits
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",Confessions (Expanded Edition),84,0.791,0.583,0.894,0.0183,0.0,105.018,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,spotify:track:5rb9QrpfcKFHM1EUbSIurX,Feel-Good Hits
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,83,0.866,0.619,0.578,0.00701,0.0,128.038,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,Feel-Good Hits
Livin' On A Prayer,Bon Jovi,Slippery When Wet,83,0.887,0.794,0.532,0.0778,0.000206,122.509,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,Feel-Good Hits
Wake Me Up,Avicii,True,83,0.783,0.643,0.532,0.0038,0.0012,124.08,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2,Feel-Good Hits
Toxic,Britney Spears,In The Zone,83,0.838,0.924,0.774,0.0249,0.025,143.04,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,Feel-Good Hits
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),83,0.711,0.875,0.692,0.225,0.0,125.135,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,Feel-Good Hits
TiK ToK,Kesha,Animal (Expanded Edition),83,0.837,0.714,0.755,0.0991,0.0,120.028,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,Feel-Good Hits
Sorry,Justin Bieber,Purpose (Deluxe),83,0.76,0.409,0.655,0.0797,0.0,99.947,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Intense Hits
Dancing Queen,ABBA,Arrival,82,0.87,0.754,0.543,0.358,0.000939,100.804,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,Feel-Good Hits
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,82,0.823,0.418,0.646,0.213,0.0,128.035,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,Intense Hits
The Way I Are,"Timbaland, Keri Hilson, D.O.E.",Shock Value,82,0.807,0.765,0.729,0.181,0.75,114.742,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,spotify:track:2bLqfJjuC5syrsgDsZfGmn,Feel-Good Hits
Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),82,0.963,0.788,0.581,0.0295,0.0,129.992,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Feel-Good Hits
The Nights,Avicii,The Days / Nights,82,0.835,0.654,0.527,0.0166,0.0,125.983,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Feel-Good Hits
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",Raymond v Raymond (Expanded Edition),81,0.861,0.654,0.663,0.0338,0.0,119.963,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,Feel-Good Hits
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),81,0.699,0.907,0.759,0.202,0.000131,92.96,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,Feel-Good Hits
Ms. Jackson,Outkast,Stankonia,81,0.806,0.613,0.843,0.143,0.0,94.948,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,spotify:track:0I3q5fE6wg7LIfHGngUTnV,Balanced / Versatile Mix
Poker Face,Lady Gaga,The Fame,81,0.806,0.774,0.851,0.119,1.72e-06,119.001,https://api.spotify.com/v1/tracks/1QV6tiMFM6fSOKOGLMHYYg,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,Feel-Good Hits
Time of Our Lives,"Pitbull, Ne-Yo",Globalization,82,0.802,0.724,0.721,0.0921,0.0,124.022,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,spotify:track:2bJvI42r8EF3wxjOuDav4r,Feel-Good Hits
Summer,Calvin Harris,Motion,81,0.856,0.743,0.596,0.0211,0.0178,127.949,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,Feel-Good Hits
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,81,0.824,0.867,0.709,0.207,0.000307,118.818,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,Feel-Good Hits
Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,80,0.869,0.425,0.533,0.156,0.00538,159.805,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Intense Hits
Gimme More,Britney Spears,Blackout,80,0.844,0.382,0.788,0.25,0.000678,113.324,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,spotify:track:6ic8OlLUNEATToEFU3xmaH,Balanced / Versatile Mix
24K Magic,Bruno Mars,24K Magic,80,0.803,0.632,0.818,0.034,0.0,106.97,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,Feel-Good Hits
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,80,0.799,0.725,0.71,0.22,0.000602,120.372,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,Feel-Good Hits
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),80,0.834,0.774,0.509,0.0183,0.0,139.13,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,Feel-Good Hits
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,80,0.795,0.796,0.646,0.0319,0.0,89.99,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,Feel-Good Hits
Call Me Maybe,Carly Rae Jepsen,Kiss,80,0.58,0.66,0.782,0.0114,2.28e-06,120.021,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,Feel-Good Hits
No Lie,"Sean Paul, Dua Lipa",Mad Love The Prequel,80,0.882,0.463,0.742,0.0466,0.0,102.04,https://api.spotify.com/v1/tracks/48QmG1dfvMuYLxMPt7KSRA,spotify:track:48QmG1dfvMuYLxMPt7KSRA,Intense Hits
Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),80,0.787,0.301,0.604,0.0679,0.15,126.062,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,spotify:track:0TDLuuLlV54CkRRUOahJb4,Intense Hits
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",FutureSex/LoveSounds,80,0.583,0.964,0.967,0.0584,0.0,117.0,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,Feel-Good Hits
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],80,0.766,0.61,0.744,0.0873,0.0,127.966,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,spotify:track:4kLLWz7srcuLKA7Et40PQR,Feel-Good Hits
What Do You Mean?,Justin Bieber,Purpose (Deluxe),79,0.567,0.793,0.845,0.59,0.00142,125.02,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,spotify:track:4B0JvthVoAAuygILe3n4Bs,Balanced / Versatile Mix
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,79,0.669,0.547,0.834,0.0341,7.18e-05,122.669,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy,Balanced / Versatile Mix
Wannabe,Spice Girls,Spice,79,0.864,0.891,0.768,0.101,0.0,110.009,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,Feel-Good Hits
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over (Revised International Standard version),79,0.761,0.624,0.722,0.0119,0.0,128.046,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,Feel-Good Hits
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,79,0.834,0.894,0.751,0.3,1.77e-05,95.053,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,spotify:track:6naxalmIoLFWR0siv8dnQQ,Feel-Good Hits
Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,79,0.501,0.623,0.5,0.462,0.0,144.438,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,spotify:track:0cGG2EouYCEEC3xfa0tDFV,Balanced / Versatile Mix
Just Dance,"Lady Gaga, Colby O'Donis",The Fame,79,0.739,0.745,0.822,0.0264,4.28e-05,118.99,https://api.spotify.com/v1/tracks/1dzQoRqT5ucxXVaAhTcT0J,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,Feel-Good Hits
Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,79,0.857,0.348,0.414,0.0287,0.00574,128.024,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,Intense Hits
Candy Shop,"50 Cent, Olivia",The Massacre,78,0.574,0.755,0.613,0.0253,3.13e-05,125.18,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,spotify:track:5D2mYZuzcgjpchVY1pmTPh,Feel-Good Hits
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,78,0.491,0.536,0.749,0.02,0.00899,119.528,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,Balanced / Versatile Mix
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",Don't You Worry Child,78,0.84,0.438,0.612,0.112,0.0,129.042,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,Intense Hits
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Sugar,78,0.815,0.636,0.636,0.0185,0.0,123.063,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,spotify:track:5tf1VVWniHgryyumXyJM7w,Feel-Good Hits
Rock Your Body,Justin Timberlake,Justified,78,0.714,0.817,0.892,0.201,0.000234,100.972,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,spotify:track:1AWQoqb9bSvzTjaLralEkT,Feel-Good Hits
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,78,0.814,0.717,0.707,0.0861,0.0,124.921,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,spotify:track:2VOomzT6VavJOGBeySqaMc,Feel-Good Hits
Believe,Cher,Believe,78,0.917,0.459,0.652,0.0082,0.0,132.975,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,spotify:track:2goLsvvODILDzeeiT4dAoR,Intense Hits
Don't Go Breaking My Heart,"Elton John, Kiki Dee",Rock Of The Westies,78,0.844,0.777,0.729,0.149,2.87e-06,131.459,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,spotify:track:7HW5WIw7ZgZORCzUxv5gW5,Feel-Good Hits
Can't Get You out of My Head,Kylie Minogue,Fever,78,0.563,0.964,0.766,0.0263,0.683,126.007,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,Feel-Good Hits
Temperature,Sean Paul,The Trinity,78,0.6,0.822,0.951,0.106,0.0,125.04,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Feel-Good Hits
Latch,"Disclosure, Sam Smith",Settle (Special Edition),78,0.726,0.529,0.503,0.0159,7.98e-05,121.981,https://api.spotify.com/v1/tracks/51ODNNDZm21HU7wI7cccRr,spotify:track:51ODNNDZm21HU7wI7cccRr,Intense Hits
Waiting For Love,Avicii,Stories,78,0.736,0.613,0.579,0.31,0.0,127.999,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,spotify:track:2P4OICZRVAQcYAV2JReRfj,Balanced / Versatile Mix
On The Floor,"Jennifer Lopez, Pitbull",Love?,78,0.777,0.575,0.73,0.105,0.000486,130.003,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,spotify:track:3C0nOe05EIt1390bVABLyN,Feel-Good Hits
9 to 5,Dolly Parton,9 To 5 And Odd Jobs,78,0.783,0.813,0.554,0.416,1.54e-06,105.39,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG,spotify:track:4w3tQBXhn5345eUXDGBWZG,Feel-Good Hits
Family Affair,Mary J. Blige,No More Drama,78,0.551,0.969,0.911,0.133,4.35e-05,92.887,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,Feel-Good Hits
Shake It Off,Taylor Swift,1989 (Deluxe),78,0.8,0.942,0.647,0.0647,0.0,160.078,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Feel-Good Hits
Pon de Replay,Rihanna,Music Of The Sun,78,0.64,0.499,0.779,0.000155,0.000766,99.017,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,Balanced / Versatile Mix
Lady - Hear Me Tonight,Modjo,Modjo (Remastered),77,0.808,0.869,0.72,0.00793,0.0293,126.041,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,spotify:track:49X0LAl6faAusYq02PRAY6,Feel-Good Hits
All That She Wants,Ace of Base,The Sign,77,0.625,0.858,0.798,0.00547,7.98e-05,93.764,https://api.spotify.com/v1/tracks/6kWJvPfC4DgUpRsXKNa9z9,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,Feel-Good Hits
Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,77,0.86,0.437,0.608,0.0991,0.0,127.075,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,Intense Hits
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],77,0.811,0.862,0.794,0.0426,1.07e-06,116.047,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,Feel-Good Hits
Levels - Radio Edit,Avicii,Levels,77,0.889,0.464,0.584,0.0462,0.828,126.04,https://api.spotify.com/v1/tracks/5UqCQaDshqbIk3pkhy4Pjg,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,Intense Hits
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,77,0.654,0.847,0.92,0.0236,0.0153,117.046,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Feel-Good Hits
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",Global Warming: Meltdown (Deluxe Version),77,0.758,0.542,0.673,0.039,0.0,135.956,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,Intense Hits
I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),77,0.716,0.901,0.535,0.326,0.0,94.379,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,Feel-Good Hits
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",Dangerously In Love,77,0.77,0.681,0.646,0.00249,0.0,99.165,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,Feel-Good Hits
This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,77,0.927,0.465,0.631,0.199,0.119,123.962,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,Intense Hits
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,76,0.922,0.847,0.641,0.0291,0.0,146.078,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,Feel-Good Hits
Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),76,0.716,0.751,0.747,0.135,0.0,125.006,https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv,spotify:track:2EBCVPNAG46nbgs6jXPGvv,Feel-Good Hits
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",Another Level,76,0.646,0.67,0.867,0.303,0.0,88.634,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,Balanced / Versatile Mix
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,76,0.87,0.944,0.597,0.0119,0.166,109.901,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,Feel-Good Hits
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),76,0.869,0.473,0.616,0.0283,0.0,127.966,https://api.spotify.com/v1/tracks/6ebkx7Q5tTxrCxKq4GYj0Y,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,Intense Hits
International Love (feat. Chris Brown),"Pitbull, Chris Brown",Planet Pit (Deluxe Version),77,0.855,0.648,0.67,0.0124,0.0,120.05,https://api.spotify.com/v1/tracks/62zFEHfAYl5kdHYOivj4BC,spotify:track:62zFEHfAYl5kdHYOivj4BC,Feel-Good Hits
Mamma Mia,ABBA,Abba,76,0.748,0.827,0.749,0.295,0.000443,137.547,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91,spotify:track:2TxCwUlqaOH3TIyJqGgR91,Feel-Good Hits
Don't You Want Me,The Human League,Dare!,76,0.738,0.958,0.731,0.184,0.0,117.656,https://api.spotify.com/v1/tracks/3L7RtEcu1Hw3OXrpnthngx,spotify:track:3L7RtEcu1Hw3OXrpnthngx,Feel-Good Hits
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",76,0.83,0.702,0.666,0.0123,0.0,113.03,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,Feel-Good Hits
Boogie Wonderland,"Earth, Wind & Fire, The Emotions",I Am,76,0.756,0.963,0.802,0.0843,0.00765,131.715,https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD,spotify:track:6ztstiyZL6FXzh4aG46ZPD,Feel-Good Hits
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",Motion,76,0.915,0.51,0.544,0.129,0.000914,126.094,https://api.spotify.com/v1/tracks/4J7CKHCF3mdL4diUsmW8lq,spotify:track:4J7CKHCF3mdL4diUsmW8lq,Intense Hits
Con Calma,"Daddy Yankee, Snow",Con Calma,76,0.86,0.656,0.737,0.11,1.94e-06,93.989,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,spotify:track:5w9c2J52mkdntKOmRLeM2m,Feel-Good Hits
Glad You Came,The Wanted,Battleground (Deluxe Edition),76,0.851,0.452,0.722,0.0319,0.0,126.885,https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj,Intense Hits
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Peace Is The Mission : Extended,76,0.809,0.274,0.723,0.00346,0.00123,98.007,https://api.spotify.com/v1/tracks/2YWjW3wwQIBLNhxWKBQd16,spotify:track:2YWjW3wwQIBLNhxWKBQd16,Intense Hits
Good Feeling,Flo Rida,Wild Ones,76,0.89,0.684,0.706,0.0588,0.00286,128.011,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,Feel-Good Hits
Alors on danse - Radio Edit,Stromae,Cheese,75,0.593,0.72,0.79,0.0983,0.00202,119.958,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko,spotify:track:2GYHyAoLWpkxLVa4oYTVko,Feel-Good Hits
We Found Love,"Rihanna, Calvin Harris",Talk That Talk,75,0.766,0.6,0.735,0.025,0.00141,127.975,https://api.spotify.com/v1/tracks/0U10zFw4GlBacOy9VDGfGL,spotify:track:0U10zFw4GlBacOy9VDGfGL,Feel-Good Hits
Jump - 2015 Remaster,Van Halen,1984 (Remastered),75,0.835,0.795,0.572,0.171,0.000377,129.981,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,Feel-Good Hits
Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,75,0.872,0.682,0.56,0.0239,6.98e-06,126.05,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX,Feel-Good Hits
Replay,Iyaz,Replay,75,0.751,0.195,0.706,0.173,0.0,91.031,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,spotify:track:4E5P1XyAFtrjpiIxkydly4,Intense Hits
Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),75,0.702,0.29,0.686,0.00637,4.46e-05,129.948,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,spotify:track:12KUFSHFgT0XCoiSlvdQi4,Intense Hits
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",Come Into My Life (The Album),75,0.861,0.636,0.704,0.587,0.0615,128.99,https://api.spotify.com/v1/tracks/3u5N55tHf7hXATSQrjBh2q,spotify:track:3u5N55tHf7hXATSQrjBh2q,Balanced / Versatile Mix
Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',75,0.655,0.392,0.572,0.00579,3.41e-06,122.49,https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,spotify:track:3cbV252akVZInSvJk7jAYX,Intense Hits
Ride Wit Me,"Nelly, City Spud",Country Grammar,75,0.7,0.724,0.85,0.0607,1.66e-06,101.875,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,Feel-Good Hits
Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,75,0.807,0.892,0.622,0.103,0.0,174.06,https://api.spotify.com/v1/tracks/6x4tKaOzfNJpEJHySoiJcs,spotify:track:6x4tKaOzfNJpEJHySoiJcs,Feel-Good Hits
